번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자,
"11949","누구야?","정순희 지음","창비","2013","9788936454074","","7","","375.1","1","1","2014-02-11",
"11950","누구나 할 수 있는 멋진 마법","안비루 야스코 글.그림;송소영 옮김","예림당","2012","9788930210911","","7","5","833.8","1","4","2014-02-11",
"11951","누가 처음 시작했을까?:교과서에서도 안 알려 주는 사물의 역사","이향안 글;민재희 그림","밝은미래","2012","9788965460428","","7","","507","1","0","2014-02-11",
"11952","누가 제일 잘 생겼나","아녜스 드자르트 지음;아나이스 보즐라드 그림;안의진 옮김","바람의아이들","2010","9788990878946","","7","1","863","1","1","2014-02-11",
"11953","누가 누가 범인일까？","김영주 글;김윤영 그림","미래M&B","2012","9788983947161","","7","","490","1","6","2014-02-11",
"11954","높이 더 높이","제르마노 쥘로 글;알베르틴 그림;조정훈 옮김","키즈엠","2012","9788967490416","","7","","859","1","5","2014-02-11",
"11955","놀라운 발견 생활의 지혜","우리누리 글;김주리 그림","중앙북스","2011","9788927801146","","1","24","380.911","1","1","2014-02-11",
"11956","논어:우리 반을 흔들다","최은순 글;이보람 그림","학고재","2012","9788956251707","","7","","148.3","1","4","2014-02-11",
"11957","논리를 찾아라！","이남석 글;이창섭 그림","토토북","2011","9788964960387","","7","","170","1","8","2014-02-11",
"11958","노트르담의 꼽추","빅토르 위고 원작;김남길 엮음;박준우 그림","아이세움","2011","9788937848926","","7","51","808.9","1","5","2014-02-11",
"11959","노래하지 않는 피아노","정명화 글;김지혜 그림","비룡소","2011","9788949101637","","7","38","813.808","1","2","2014-02-11",
"11960","노래세 그림세 똥세","박현숙 글;장동일 그림","효리원","2011","9788928100538","","7","","813.8","1","1","2014-02-11",
"11961","노래기야, 춤춰라！","채인선 글;김은정 그림","논장","2012","9788984141254","","7","61","808.9","1","1","2014-02-11",
"11962","노는 도서관 배우는 도서관","서해경;이소영 [공]글;황금혜선 그림","현암사","2013","9788932372679","","7","","026","1","0","2014-02-11",
"11963","노는 게 공부야!","이상교 글;서영경 그림","랜덤하우스코리아","2012","9788925541723","","7","","813.8","1","3","2014-02-11",
"11964","네모난 하늘","권준성 글;모혜준 그림","어린이아현","2012","9788958781493","","7","","813.8","1","3","2014-02-11",
"11965","네가 해 줘, 캣봇","강혜숙 글·그림","푸른숲","2012","9788971849408","","7","","813.8","1","6","2014-02-11",
"11966","네가 태어난 날엔 곰도 춤을 추었지","낸시 틸먼 글·그림;이상희 옮김","내인생의책","2012","9788991813304","","7","6","808.9","1","2","2014-02-11",
"11967","네가 있어 난 행복해!","로렌츠 파울리 글;카트린 쉐러 그림;한미희 옮김","비룡소","2011","9788949112169","","7","212","808.9","1","4","2014-02-11",
"11968","네 등에 집 지어도 되니","장선환 글.그림","비룡소","2012","9788949101699","","0","44","813.808","1","12","2014-02-11",
"11969","넌 사랑받기 위해 태어났단다","릭 월튼 글;처치 그림;신형건 옮김","푸른책들","2012","9788961702485","","7","8","375.1","1","11","2014-02-11",
"11970","넌 나의 행운이야!","미리암 프레슬러 글;김한나 그림;김지현 옮김","크레용하우스","2010","9788955472264","","7","","853","1","3","2014-02-11",
"11971","너한테도 생길 수 있는 일:학교폭력에 용기 있게 맞서기","마이크 캐시디 지음;이성우 옮김","다른","2012","9788992711524","","7","","334.3","1","2","2014-02-11",
"11972","너의 소원을 들어줄게","고정욱 글;백남원 그림","산하","2013","9788976503602","","7","","813.8","1","0","2014-02-11",
"11973","너무 울지 말아라","우치다 린타로 글;다카스 가즈미 그림;유문조 옮김","한림출판사","2012","9788970943848","","7","","833.8","1","5","2014-02-11",
"11974","너만 없잖아!","에밀 자둘 글·그림;박상은 옮김","김영사","2012","9788934960652","","7","","863","1","1","2014-02-11",
"11975","너를 위한 책이야!","스티븐 마이클 킹 글·그림;이주혜 옮김","진선출판사","2012","9788972217350","","7","","843","1","1","2014-02-11",
"11976","너랑 짝꿍 하기 싫어!","박현숙 글;권송이 그림","국민서관","2012","9788911030088","","7","","813.8","1","6","2014-02-11",
"11977","너도 외롭니？","윤지연 글;최정인 그림","시공사","2012","9788952756596","","7","5","181.7","1","8","2014-02-11",
"11978","너는 남자, 나는 여자！","실비 지라르데 글;푸이그 로사도 그림;이효숙 옮김","초록개구리","2011","9788992161329","","7","","863","1","1","2014-02-11",
"11979","너, 제주도에 있니","허수경 글;김재홍 그림","밝은미래","2012","9788965460916","","7","","981.199","1","5","2014-02-11",
"11980","너 때문에 행복해","노지영 지음;조경화 그림","꿈소담이","2013","9788956895970","","7","5","192.5","1","14","2014-02-11",
"11981","너 내가 그럴 줄 알았어:김용택 동시집","김용택 글;이혜란 그림","창비","2013","9788936445836","","7","","811.8","1","3","2014-02-11",
"11982","너, 나, 우리","선안나 이야기하고 정현주 바느질하다","샘터사","2013","9788946416444","","7","","813.8","1","0","2014-02-11",
"11983","내게 금지된 책들","캐스린 래스키 지음;서정은 옮김","낮은산","2012","9788989646624","","4","","843","1","0","2014-02-11",
"11984","내가 해냈어!","마르크 캉탱 글;에릭 가스테 그림;이정주 옮김","국민서관","2011","9788911029143","","7","5","863","1","1","2014-02-11",
"11985","내가 찾은 상인","정인수 글;이명애 그림","풀빛","2011","9788974746698","","7","","990","1","1","2014-02-11",
"11986","내가 좋아하는 아이","오드랑 글;스테파니 블레이크 그림;이주영 옮김","책속물고기","2012","9788994621265","","7","","863","1","1","2014-02-11",
"11987","내가 좋아하는 시냇가=My favorite stream","김현태;손상호 [공]글;이재은 그림","웅진씽크빅","2012","9788901143439","","7","","497","1","4","2014-02-11",
"11988","내가 좋아하는 바다생물","김웅서 글;박소정 그림","웅진씽크빅","2009","9788901088594","","7","","477","1","12","2014-02-11",
"11989","내가 좋아하는 물풀=My favorite aquatic plants","이영득 글;김혜경 그림","웅진씽크빅","2012","9788901140506","","7","","480","1","1","2014-02-11",
"11990","내가 좋아하는 곡식=My favorite crops:세밀화로 그린 어린이 곡식 도감","이성실 글;김시영 그림","웅진씽크빅","2012","9788901124506","","7","","480","1","2","2014-02-11",
"11991","내가 좋아하는 겨울 열매=My favorite winter dried seed pods","공혜진 글.그림","웅진씽크빅","2012","9788901140490","","7","","480","1","1","2014-02-11",
"11992","내가 조금 불편하면 세상은 초록이 돼요","김소희 글;정은희 그림","토토북","2012","9788990611734","","7","","539.98","1","4","2014-02-11",
"11993","내가 정말？","최숙희 글.그림","웅진씽크빅","2012","9788901136684","","7","11","375.1","1","7","2014-02-11",
"11994","내가 원래 뭐였는지 알아？:이야기로 배우는 옛날 살림살이","정유소영 글;남주현 그림","창비","2012","9788936446208","","7","","380.911","1","0","2014-02-11",
"11995","내가 미운 날:오승강 동시","오승강 지음;장경혜 그림","보리","2012","9788984287631","","7","","811.8","1","2","2014-02-11",
"11996","내가 만든 특급 열차","노부미 글.그림;우지영 옮김","책읽는곰","2012","9788993242393","","7","19","808.9","1","6","2014-02-11",
"11997","내 푸른 자전거","황선미 지음;장호 그림","웅진씽크빅","2011","9788901101804","","7","","813.8","1","2","2014-02-11",
"11998","내 친구를 찾아서","조성자 지음;홍정선 그림","시공사","2013","9788952754332","","","358","808.9","1","4","2014-02-11",
"11999","내 친구는 외계인","임근희 지음","푸른책들","2012","9788957983232","","7","","813.8","1","2","2014-02-11",
"12000","내 친구는 얼굴색이 달라요:다른 문화의 친구를 사귈 때","콜레트 엘링스 글;마리알린 바뱅 그림;이정주 옮김","시공사","2013","9788952759566","","7","17","375.1","1","0","2014-02-11",
"12001","내 총을 받아랏! 두두두!","원유순 글;조은애 그림","효리원","2011","9788928100729","","7","","813.8","1","2","2014-02-11",
"12002","내 짝궁 김은실","이규희 글;박영미 그림","좋은책신사고 좋은책어린이","2012","9788959776597","","","9","813.808","1","11","2014-02-11",
"12003","내 진짜 진짜 소원은:노경실 창작동화","노경실 글;김언희 그림","파란자전거","2010","9788994258102","","7","","813.8","1","7","2014-02-11",
"12004","내 이름은 퀴마","김수영 글;박영찬 그림","효리원","2012","9788928102129","","6","","813.8","1","1","2014-02-11",
"12005","내 식습관이 어때서","김은정 글;김은경 그림","파란정원","2012","9788994813196","","6","","598.5","1","13","2014-02-11",
"12006","내 생활습관이 어때서!","이현정 글;천필연 그림","파란정원","2012","9788994813158","","6","","375.2","1","4","2014-02-11",
"12007","내 복에 살지요","엄혜숙 글;배현주 그림","애플트리태일즈","2011","9788991667563","","7","6","388.311","1","3","2014-02-11",
"12008","내 병아리","제랄딘 엘시네 글;에브 타를레 그림;전은경 옮김","아라미","2012","9788997418022","","7","","853","1","2","2014-02-11",
"12009","내 배꼽을 만져 보았다","장옥관 시;이자용 그림","문학동네","2010","9788954610193","","7","11","811.8","1","2","2014-02-11",
"12010","내 몸에 무슨 일이?:사춘기 소녀들을 위한 성교육","수전 메러디스 글;낸시 레시니코프 그림;윤소영 옮김","시공사","2013","9788952751294","","7","","334.225","1","3","2014-02-11",
"12011","내 머리에 햇살 냄새","유은실 글;이현주 그림","비룡소","2012","9788949161587","","7","365","808.9","1","3","2014-02-11",
"12012","내 맘대로 할 거야:떼쓰는 습관을 고쳐주는 책","양태석 글;이루다 그림","스콜라","2013","9788962471526","","7","2","813.808","1","3","2014-02-11",
"12013","내 말에 귀 기울여 주세요","헤오르히나 로 글;막시밀리아노 루치니 그림;배상희 옮김","작가정신","2012","9788972889977","","7","45","808.9","1","8","2014-02-11",
"12014","내 마음의 보물 상자","메리 바 지음;데이비드 커닝엄 그림;신상호 옮김","동산사","2012","9788991697201","","7","","843","1","3","2014-02-11",
"12015","내 똥으로 길렀어요","양혜원 글;박지훈 그림","미래M&B","2012","9788983947154","","7","5","539.9","1","5","2014-02-11",
"12016","내 등 좀 긁어줘!","군터 파울리 글 ;파멜라 살라자 그림 ;이명희;김미선 옮김","마루벌","2010","9788956634050","","7","6","408","1","0","2014-02-11",
"12017","내 동생, 여우","김옥 글;김병호 그림","문학동네","2012","9788954610728","","7","","813.8","1","1","2014-02-11",
"12018","내 더위 사려！","박수현 글;권문희 그림","책읽는곰","2011","9788993242201","","7","10","380.911","1","6","2014-02-11",
"12019","내 단짝 친구는 누굴까요？","마리-아네스 고드라 글;샤를로뜨 로데레 이야기 그림;아누크 리카르 말풍선 그림;전혜영 옮김","한림출판사","2012","9788970946368","","7","","194.3","1","8","2014-02-11",
"12020","내 꿈을 이뤄주는 어린이 스피치=Speech for children","아나운서 지음;송진욱 그림","명진출판","2013","9788976776402","","6","","802.5","1","8","2014-02-11",
"12021","내 꿈은 기적","수지 모건스턴 글;첸 지앙 홍 그림;최윤정 옮김","바람의 아이들","2011","9788990878908","","7","","863","1","2","2014-02-11",
"12022","내 공부습관이 어때서！","조영경 글;박찬신 그림","파란정원","2012","9788994813226","","7","","373.4","1","5","2014-02-11",
"12023","낱말도둑","장-프랑수아 뒤몽 지음;고승희 옮김","국민서관","2011","9788911029488","","7","124","808.9","1","2","2014-02-11",
"12024","납치된 공주","카렌 두베 글;안성찬 옮김","느림보","2010","9788958761068","","4","","853","1","1","2014-02-11",
"12025","남사당 조막이","김소연 지음;홍선주 그림","뜨인돌어린이","2012","9788993963434","","7","","813.8","1","0","2014-02-11",
"12026","남녀평등이란 무엇일까?","주느비에브 프레스 글;윤봉선 그림;정고미라 옮김","웅진씽크빅","2009","9788901082332","","","","337.1","1","0","2014-02-11",
"12027","남극 갈까? 북극 갈까?","정연희 글;정상현 그림","글사랑","2010","9788970282800","","7","","472.526","1","0","2014-02-11",
"12028","날아라, 재두루미","황헌만 글·사진","토마토하우스","2011","9788992089814","","7","","498.52","1","2","2014-02-11",
"12029","날아라 붕붕 비행기","가루베 다케히로 지음;이승희 옮김","문학수첩리틀북","2012","9788959761364","","7","1","375.1","1","5","2014-02-11",
"12030","날씨 천사의 선물","도다 가즈요 글;다카스 가즈미 그림;서하나 옮김","작가정신","2010","9788972889649","","7","","833.8","1","2","2014-02-11",
"12031","날마다 멋진 하루","신시아 라일런트 글;니키 매클루어 그림;조경선 옮김","초록개구리","2012","9788992161480","","7","","843","1","2","2014-02-11",
"12032","날고 싶어!","올리버 제퍼스 글·그림;이승숙 옮김","아름다운사람들","2011","9788965130826","","7","","843","1","2","2014-02-11",
"12033","날 좀 내버려 둬:제7회 푸른문학상 동화집","양인자...[등]지음","푸른책들","2012","9788957981924","","7","","813.8","1","3","2014-02-11",
"12034","난중일기","이순신 원작;송은진 엮음;박정제 그림","아이세움","2012","9788937849039","","","62","808.9","1","15","2014-02-11",
"12035","난 할 수 있어","미셸 에드워즈 지음;장미란 옮김","시공사","2012","9788952751270","","7","124","808.9","1","4","2014-02-11",
"12036","난 한글에 홀딱 반했어！","유다정 글;강희준 그림","토토북","2012","9788990611826","","7","","711.2","1","1","2014-02-11",
"12037","난 용돈이 필요해","케이 어먼스키 글;케이트 셰퍼드 그림;고정아 옮김","국민서관","2011","9788911029013","","7","","843","1","1","2014-02-11",
"12038","난 아빠한테 뭐야","김태정 글;천양자 그림","한국독서지도회","2011","9788977883499","","7","","813.8","1","2","2014-02-11",
"12039","난 별명이 싫어요!","류선희 글;스튜디오 몽 그림","씨앤톡","2012","9788960981409","","7","","813.8","1","3","2014-02-11",
"12040","난 뭐든지 할 수 있어:아스트리드 린드그렌 동화집","아스트리드 린드그렌 지음;강일우 옮김","창작과비평사","2013","9788936441746","","7","174","808.9","1","5","2014-02-11",
"12041","난 뚱뚱보 그만할래!","박연아 글;리갤러리 그림","씨앤톡","2012","9788960981287","","7","","813.8","1","3","2014-02-11",
"12042","난 두목이 될 거야!","박숙희 글;김성신 그림","효리원","2012","9788928100514","","7","","813.8","1","2","2014-02-11",
"12043","나는 네가 정말정말 좋아. 너는?","래리 댄 브림너 글;수 포터 그림;박수현 옮김","푸른숲","2012","9788971849422","","7","","843","1","4","2014-02-11",
"12044","난 내가 너무 멋져","크리스틴 베젤 글 ;마갈리 르 위슈 그림 ;이정주 옮김","국민서관","2010","9788911029341","","7","118","808.9","1","3","2014-02-11",
"12045","난 내 이름이 참 좋아！","케빈 헹크스 글·그림;이경혜 옮김","비룡소","2012","9788949111964","","7","198","808.9","1","4","2014-02-11",
"12046","난 남달라!","김준영 글·그림","국민서관","2012","9788911030170","","7","","813.8","1","12","2014-02-11",
"12047","난 갈 거야","마티유 모데 글·그림;조정훈 옮김","키즈엠","2012","9788967490263","","7","64","808.9","1","6","2014-02-11",
"12048","나한테 이상한 냄새가 난다고?:에마뉘엘 아르노 창작동화","에마뉘엘 아르노 글;프랑세스 캉캉 그림;유민정 옮김","파란자전거","2012","9788994258126","","7","","863","1","1","2014-02-11",
"12049","나의, 블루보리 왕자","오채 지음;오승민 그림","문학과지성사","2011","9788932020778","","7","","813.8","1","0","2014-02-11",
"12050","나의 푸른 베이징","구오 유에;클레어 페로우 [공] 글;헬렌 칸 그림;윤민정 옮김","김영사","2011","9788934934738","","7","","823.7","1","0","2014-02-11",
"12051","나의 탄소 발자국은 몇 kg일까?","폴 메이슨 글;마이크 고든 그림;이충호 옮김","다림","2012","9788961770446","","7","","539.92","1","0","2014-02-11",
"12052","나의 첫 인생 수업:아빠와 나눈 17가지 공감 대화","모리 히로미 글;김정은 그림;김난주 옮김","미래엔","2012","9788937835438","","7","","199.1","1","6","2014-02-11",
"12053","(나의 첫) 세계 지도책","토니 포터...[등]글;조 무어 그림;김경희 옮김","효리원","2010","9788983399786","","6","","989","1","9","2014-02-11",
"12054","나의 아름다운 열두 살","주얼 파커 로즈 글;흩날린 그림;강수정 옮김","다림","2012","9788961770392","","7","38","808.9","1","3","2014-02-11",
"12055","나의 손을 잡아 주세요","질 티보 지음;다니엘 실베스트르 그림;이정주 옮김","작가정신","2010","9788972888680","","7","","863","1","0","2014-02-11",
"12056","나와 발레 학교","안드레아 호이어 글.그림;유혜자 옮김","미래M&B","2011","9788983945907","","7","7","670.8","1","6","2014-02-11",
"12057","나에게 정원이 있다면","케빈 헹크스 그림·글;최순희 옮김","시공사","2011","9788952759696","","7","207","808.9","1","1","2014-02-11",
"12058","나에게 일어난 일을 다 말할 거예요:어린이 성폭력에 대한 이야기","아너미 베르브룩스 글·그림;지명숙 옮김","뜨인돌출판","2012","9788958073949","","7","33","808.9","1","2","2014-02-11",
"12059","나야 나, 공기！","이현숙 글;송선범 그림","창비","2011","9788936446055","","7","4","539.9","1","2","2014-02-11",
"12060","나스린의 비밀 학교","지네트 윈터 지음;박희숙 옮김","고래이야기","2012","9788991941311","","7","","843","1","0","2014-02-11",
"12061","나쁜 초콜릿","샐리 그린들리 지음;문신기 그림;정미영 옮김","봄나무","2012","9788992026819","","7","","843","1","2","2014-02-11",
"12062","나쁜 엄마","윤수천 글;이경하 그림","좋은책 좋은책어린이","2012","9788959774968","","","4","813.808","1","22","2014-02-11",
"12063","나비와 송어의 재주","군터 파울리 글 ;파멜라 살라자 그림 ;이명희;김미선 옮김","마루벌","2010","9788956634043","","7","5","408","1","0","2014-02-11",
"12064","나비 부인","[자코모 푸치니 원작];이지현 글 ;박준호 그림","은행나무","2011","9788956605111","","7","6","670.4","1","4","2014-02-11",
"12065","나비가 찾아왔어","이치카와 사토미 글·그림;조민영 옮김","파랑새","2012","9788961551540","","7","","863","1","2","2014-02-11",
"12066","나미의 비밀친구","이와세 조코 글;고향옥 옮김","미세기","2012","9788980712755","","7","","833.8","1","0","2014-02-11",
"12067","나무를 껴안아 숲을 지킨 사람들","김웅서...[등]글;심윤정...[등]그림;유네스코 아시아태평양 국제이해교육원 엮음","웅진씽크빅","2012","9788901116815","","7","","472.5","1","0","2014-02-11",
"12068","나무는 변신쟁이","나가사와 마사코 글.그림;권남희 옮김","비룡소","2012","9788949152233","","7","25","408","1","7","2014-02-11",
"12069","나무가 자라는 물고기","김혜리 글·그림","사계절출판사","2012","9788958283386","","7","14","380.911","1","7","2014-02-11",
"12070","나무 인형 히티의 백년 모험","레이철 필드 글;박정인 그림;한진영 옮김","김영사","2012","9788934928072","","","","843","1","3","2014-02-11",
"12071","나를 뽑아 줘!","벤 클랜턴 지음;최순희 옮김","현암사","2012","9788932373355","","7","","843","1","0","2014-02-11",
"12072","(나라의 자랑) 국보 이야기","우리누리 글;김영희 그림","중앙북스","2012","9788927801139","","1","13","380.911","1","2","2014-02-11",
"12073","나도 편식할 거야:유은실 동화","유은실 지음;설은영 그림","사계절출판사","2012","9788958285366","","7","10","808.9","1","13","2014-02-11",
"12074","나도 자존심 있어！:나를 진정으로 사랑하는 방법","홍준희 글;김중석 그림","랜덤하우스코리아","2012","9788925514130","","7","","813.8","1","1","2014-02-11",
"12075","나도 이제 학교 가요","박정선 글;선현경 그림","시공사","2013","9788952760678","","7","","372.5","1","3","2014-02-11",
"12076","나도 엄마 배 속에 있었어요","다그마 가이슬러 글·그림;김시형 옮김","풀빛","2012","9788974748111","","7","","334.225","1","5","2014-02-11",
"12077","나도 까사모예요","신옥희 글;장경혜 그림","웅진씽크빅","2011","9788901115962","","7","24","308","1","0","2014-02-11",
"12078","나도 같이 놀고 싶단 말이야","로렌 차일드 지음;문상수 옮김","국민서관","2012","9788911029419","","7","123","808.9","1","7","2014-02-11",
"12079","나는야 초능력자 미생물","이정모 글;김유대 그림","웅진씽크빅","2012","9788901144061","","7","47","408","1","5","2014-02-11",
"12080","나는 행복합니다","오오스미 리키 엮음;아이노야 유키 그림;강방화 옮김","한림출판사","2012","9788970943855","","7","","833.8","1","2","2014-02-11",
"12081","나는 티라노사우루스다","미야니시 타츠야 글.그림;허경실 옮김","달리","2012","9788959980932","","7","2","833.8","1","23","2014-02-11",
"12082","나는 투명인간이다","박성철 글;정진희 그림","아이앤북","2012","9788997430208","","7","","813.8","1","3","2014-02-11",
"12083","나는 용감한 잭 임금님","피터 벤틀리 글;헬린 옥슨버리 그림;노은정 옮김","시공사","2011","9788952760739","","7","212","808.9","1","5","2014-02-11",
"12084","나는 어린이 재능 기부왕:잭은 뭐든지 다 그려요","잭 헨더슨 글·그림;박윤정 옮김","위즈덤하우스","2012","9788962473353","","7","","848","1","0","2014-02-11",
"12085","나는 어떤 어른이 될까요?","한경심 글;이강훈 그림","토토북","2012","9788990611581","","7","","192.5","1","2","2014-02-11",
"12086","나는 어디에서 왔을까？","알베르 자카르 지음;길혜연 옮김;김상보 그림","다섯수레","2012","9788974780241","","7","","476.12","1","0","2014-02-11",
"12087","나는 아이로서 누릴 권리가 있어요！","알랭 세레 글;오렐리아 프롱티 그림;이경혜 옮김","고래이야기","2011","9788991941243","","7","","342.1","1","2","2014-02-11",
"12088","나는 비단길로 간다","이현 글;백대승 그림","푸른숲","2012","9788971846841","","7","","813.8","1","0","2014-02-11",
"12089","나는 멋진 로봇 친구가 좋다","이인식 지음","고즈윈","2011","9788992975230","","7","","559.962","1","3","2014-02-11",
"12090","나는야, 늙은 5학년","조경숙 지음;정지혜 그림","비룡소","2012","9788949121222","","7","59","808.9","1","9","2014-02-11",
"12091","나는 나의 주인","채인선 글;안은진 그림","토토북","2013","9788964960035","","7","","813.8","1","10","2014-02-11",
"12092","나는 괴물이다！","최덕규 지음","국민서관","2012","9788911029631","","7","","813.8","1","16","2014-02-11",
"12093","나는 개구리의 형님","이명랑 글;서영경 그림","시공사","2012","9788952758774","","7","37","808.9","1","3","2014-02-11",
"12094","(제멋대로) 나눔 대장","고정욱 글;원유미 그림","북스토리아이","2011","9788996147848","","7","","813.8","1","4","2014-02-11",
"12095","나누면 행복해요","엘렌 사빈 지음;최윤미 옮김","문학동네","2010","9788954609821","","7","","338.17","1","0","2014-02-11",
"12096","나, 오늘은 첫술에 배부른 속담왕","박은교 글;손명자 그림","파란정원","2012","9788994813202","","6","","388.6","1","2","2014-02-11",
"12097","나, 오늘 책읽기 어떻게 해！","조혜원 글;박선미 그림","파란정원","2011","9788994813141","","6","","029","1","1","2014-02-11",
"12098","나 혼자 어떡해","이은재 글;배종숙 그림","위즈덤하우스","2012","9788962473339","","7","13","813.808","1","1","2014-02-11",
"12099","나 어릴 적에:박완서 동화집","박완서 글;김재홍 그림","처음주니어","2013","9788961551885","","7","","813.8","1","5","2014-02-11",
"12100","나 똥 쌌어","미즈우치 기쿠오 글;하타 고시로 그림;김숙 옮김","북뱅크","2012","9788966350117","","7","","833.8","1","24","2014-02-11",
"12101","끙, 동생은 귀찮아！","알랭 M. 베르즈롱 글;이민혜 그림;이정주 옮김","시공주니어","2010","9788952758828","","7","145","808.9","1","4","2014-02-11",
"12102","꿈의 자전거","안케 드브리스 글;한경희 옮김;장연주 그림","미세기","2010","9788980712670","","7","","859.3","1","1","2014-02-11",
"12103","꿈을 꾸어라","MBC〈희망특강 파랑새〉 글;김성희 그림","리젬","2011","9788992826310","","7","","192.5","1","0","2014-02-11",
"12104","꿈을 꼭 가져야 하나요？","어린이철학교육연구소 글;권오준 말풍선 그림;박지연;이윤희 [공]이야기 그림","한림출판사","2012","9788970943947","","7","","104","1","7","2014-02-11",
"12105","꿈몽夢:장난꾸러기 한자 동시","이정연 지음;조혜진 그림","처음주니어","2012","9788961553223","","7","","811.8","1","3","2014-02-11",
"12106","꿈꾸는 행성","고재현 글;노준구 그림","문학동네","2012","9788954607650","","7","","813.8","1","1","2014-02-11",
"12107","꿈꾸는 징검돌:화가 박수근 이야기","김용철 쓰고 그림","사계절출판사","2012","9788958286158","","7","26","808.9","1","4","2014-02-11",
"12108","꿈꾸는 우산","장윤경 글.그림","푸른숲","2012","9788971849453","","7","","813.8","1","4","2014-02-11",
"12109","(꿈꾸는 부자) 빌게이츠","김문기 글;전설화 그림","열린생각","2010","9788987985596","","7","","994.2","1","0","2014-02-11",
"12110","꿈꾸는 다이어리","노희운 글;EMJ디자인 그림","홍진P&M","2010","9788961425667","","7","","192.5","1","11","2014-02-11",
"12111","꿀벌이 없어지면 딸기를 못 먹는다고？","김황 글;최현정 그림","창비","2012","9788936446284","","7","","495.8","1","0","2014-02-11",
"12112","꾸꾸를 조심해！:강숙인 장편동화","강숙인 지음;임수진 그림","푸른책들","2011","9788957982938","","7","","813.8","1","0","2014-02-11",
"12113","꾀병 한 번, 거짓말 두 번!","이퐁 글;박지애 그림","파란정원","2012","9788994813295","","7","","813.8","1","17","2014-02-11",
"12114","꽃신:김소연 동화집","김소연 지음;김동성 그림","파랑새","2011","9788961551045","","7","","813.8","1","2","2014-02-11",
"12115","꽃마중","김미혜 글;이해경 그림","미세기","2011","9788980712571","","7","","811.8","1","1","2014-02-11",
"12116","꽃님이","김향이 글;설은영 그림","작가정신","2012","9788972887164","","7","","813.8","1","0","2014-02-11",
"12117","꽃할머니","권윤덕 글.그림","사계절출판사","2012","9788958284826","","7","","813.8","1","2","2014-02-11",
"12118","꽃 속에 마음 담은 우리 옛그림:심홍 선생님 따라 초충도 여행","이소영 지음","낮은산","2012","9788989646969","","7","","653.11","1","0","2014-02-11",
"12119","꼼짝도 하지 않기!","토니 휴슬 글;그림;서애경 옮김","뜨인돌어린이","2012","9788993963236","","7","19","808.9","1","1","2014-02-11",
"12120","꼼지락 공주와 빗자루 선생님","송언 글;정승희 그림","국민서관","2012","9788911029594","","7","","813.8","1","3","2014-02-11",
"12121","꼴찌라도 괜찮아!","유계영 글;김중석 그림","미래엔컬처그룹","2011","9788937849367","","0","","813.8","1","8","2014-02-11",
"12122","꼴찌, 세계 최고의 신경외과 의사가 되다","그레그 루이스;데보라 쇼 루이스 [공]글;이주미;이주영 [공]옮김","영림카디널","2012","9788984014190","","7","","998.51","1","0","2014-02-11",
"12123","꼴 따먹기","이춘희 글;김품창 그림","이퍼블릭","2012","9788964804780","","6","2","380.911","2","9","2014-02-11",
"12124","꼭두랑 놀자","김영 글;구본창 사진;명수정 그림","청년사","2012","9788972787969","","7","","383.8","1","0","2014-02-11",
"12125","꼬순이와 두칠이","이철환 지음;장호 그림","미래엔 컬처그룹","2010","9788937845550","","0","27","808.9","1","5","2014-02-11",
"12126","(꼬박꼬박) 저축은 즐거워！","전윤호 글;이수영 그림","김영사","2012","9788934941262","","7","","813.8","1","2","2014-02-11",
"12127","꼬마 통역사","미첼 멀더 지음;김은영 옮김","풀빛미디어","2012","9788988135914","","7","","843","1","5","2014-02-11",
"12128","꼬마 와박사 소마, 미륵사에 가다","박효미 일기글;김영심 정보글;정은희 그림","사계절출판사","2011","9788958284192","","7","4","911","1","0","2014-02-11",
"12129","꼬마 악마의 위대한 변신","마리아 에바 레트키 글;아그니에슈카 젤레프스카 그림;최성은 옮김","샘터사","2011","9788946416741","","7","","892.95","1","2","2014-02-11",
"12130","꼬마 명탐정 네이트","마저리 와인먼 샤매트 지음;마르크 시몽 그림;신형건 옮김","푸른책들","2012","9788961701082","","7","18","808.9","1","7","2014-02-11",
"12131","꼬마 마법사의 수세기","박선희 글;오동 그림","미래엔","2012","9788937846489","","7","2","410.8","1","5","2014-02-11",
"12132","꼬마 다람쥐 얼","돈 프리먼 글·그림;햇살과나무꾼 옮김","논장","2010","9788984141308","","7","26","808.9","1","3","2014-02-11",
"12133","꼬마 니콜라의 빨간풍선","르네 고시니 글;장 자크 상페 그림;이세진 옮김","문학동네","2012","9788954609678","","7","","863","1","2","2014-02-11",
"12134","꼬마 눈사람 스탄","히도 반 헤네흐텐 지음;오미숙 옮김","현북스","2011","9788997175079","","7","10","808.9","1","4","2014-02-11",
"12135","꼬마 너구리 삼총사:이반디 연작동화집","이반디 지음;홍선주 그림","창비","2012","9788936451288","","7","","813.8","1","3","2014-02-11",
"12136","꼬마거미의 질문 여행","다이아나 암프트 글;마티나 마토스 그림;이상희 옮김","아름다운사람들","2012","9788965131946","","1","","853","1","3","2014-02-11",
"12137","꼬리 잘린 생쥐:권영품 동화","권영품 지음;이광익 그림","창비","2013","9788936451257","","7","","813.8","1","4","2014-02-11",
